,title,yes_disaster
7745,"Looking back at Lorain's devastating flu outbreak, 100 years later - The Morning Journal",0
7746,The Weather Authority | Long Dry Spell Ahead For Alabama - Alabama's News Leader,0
7747,Outrage erupted after Trump signed Bibles. But here's what Christian leaders say,0
7748,Trump is proposing cutting 248 weather forecasters from tornado alley — and red-state Oklahoma is freaking out,0
7749,The Deadly US 'Tornado Outbreak' Has Confirmed One of Scientists' Biggest Fears,1
7750,Tornado warnings issued in Pennsylvania with 'destructive' winds possible,1
7751,At least seven missing in Alabama after deadly weekend tornadoes,1
7752,"Alabama tornado: 23 dead, dozens missing as rescue crews search for victims after deadliest storm in 6 years",1
7753,‘My life is gone’: Pain and loss amid tornado’s destruction,0
7754,"Strong storms with damaging winds, tornadoes possible on Election Day in the Carolinas - News & Observer",1
7755,"Southern storms, apparent tornadoes cause damages; none hurt",1
7756,Tornado Season – When Exactly Is It?,0
7757,Tornado season: What causes America's annual twister outbreak and what should you do if you encounter one?,0
7758,"Hottest Rain Ever, Fire Tornado, Weird Jet Stream, Warm Ocean: Weather Gone Wild",0
7759,A Weather Forecast Issued This Week Goes Shakespeare And It Was Brilliantly,0
7760,Inconvenient: NOAA data shows U.S. Tornadoes on the decline since 1970,0
7761,How to Stay Safe During a Tornado,0
7762,"If You See Green Storm Clouds, Prepare for the Worst",0
7763,California's Viral Fire Tornado Has Scientists Searching For Answers,0
7764,"Deadly, 40,000-foot fire tornado revealed in new videos",1
7765,Trump Surveys Tornado Damage in Alabama,1
7766,Watch This Terrifying New Footage of California's Fire Tornado,1
7767,This super clear video of a nearly perfect tornado is stunning,0
7768,Intense videos and photos capture tornado outbreak across Illinois,0
7769,The Weather Channel's mixed reality broadcasts debut tomorrow,0
7770,Enjoy This 'Epic Trailer Version' Playlist,0
7771,A Tornado Warning in New York Is Met With Ambivalence and Oz Jokes,1
7772,Alabama Tornado Updates: 23 Dead After Powerful Storms Strike,1
7773,Alabama Tornado Killed Seven Members of One Family,1
7774,A fire tornado hit California. Here's how it happened.,1
7775,Stunning videos and photos show terrifying tornado outbreak in the Midwest,1
7776,"Watch This Guy Blow an Upside-Down, Fire-Spewing Smoke Tornado Inside a Bubble",0
7777,Watch harrowing footage from a couple's dangerous brush with a tornado,1
7778,Tornado chasers face storm as lawsuit hits close to home,0
7779,Alabama Tornado Updates: 3 Children Are Among 23 Killed by Storms,1
7780,"Powerful, rare tornado rips through Seattle area - The Weather Network",1
7781,"Tornadoes kill at least 14 in Lee County, Alabama",1
7782,"Storm chasers, get ready: The first severe weather outbreak of 2018 begins Tuesday",0
7783,Expect a Loud Noise From Your Cell Phone at 2:18 PM,0
7784,We ranked cloud types so you don't have to,0
7785,Farm drone in near-miss with air force jet,0
7786,New Storm Threat in Alabama as Search for Tornado Missing Ends,1
7787,"Georgia Naval Base Struck by Likely Tornado; Illinois Town Takes Direct Hit, One Dead in Missouri - The Weather Channel",1
7788,Suspected tornado kills 1 in Greensboro; damage extensive on city's east side - Greensboro News & Record,1
7789,"Possible tornado reported in Baton Rouge, NWS says; Video shows snapped trees, other damage - The Advocate",1
7790,Alabama turns its attention to recovery efforts and funerals for the 23 tornado victims,1
7791,Emergency center activated after severe storms leaves behind damage in central Illinois - KMOV.com,1
7792,"Severe Weather Outbreak, Tornado Threat Possible in South Early Next Week - The Weather Channel",1
7793,"Tornado hit near Wilkes-Barre, National Weather Service confirms - Allentown Morning Call",1
7794,"To Clip Baby's Nails, Strap Them in a Carrier",0
7795,Footage of Fire Whirls Gives a Terrifying Look at the Infernos Tearing Through California,1
7796,The Latest: 2 Oklahoma tornadoes confirmed in Friday storms - SFGate,1
7797,Tornadoes hit Florida and Georgia in wake of Hurricane Michael,1
7798,"Tornado, severe storms cause widespread damage in Jacksonville - WBRC FOX6 News - WBRC.com",1
7799,Factbox: Deadliest tornadoes of last 25 years in the United States,0
7800,Kindergartners should probably always do the weather report,0
7801,Special Report: U.S. military's new housing plagued by construction flaws,0
7802,Hacked Tornado Sirens Taken Offline In Two Texas Cities Ahead of Major Storm,0
7803,California 'fire tornado' forced residents to flee in chaos,1
7804,Officials confirm tornado touched down in Massachusetts - Fox News,1
7805,"Damaging winds, isolated tornado possible in storms in metro Detroit tonight - WXYZ",1
7806,Trump says he will visit tornado-hit Alabama on Friday,1
7807,"Possible Tornado Collapses Multiple Buildings, Overturns Cars in Pennsylvania - The Weather Channel",1
7808,WATCH: Massive 'Fire Tornado' Revealed In Footage Released By Officials,0
7809,Please stop marking yourself safe on Facebook,0
7810,Tornado watch for Richmond metro cancelled - wtvr.com,0
7811,Intensity of fires in U.S. West threatens to push firefighters to the brink,0
7812,'It sounded like a freight train': Alabama resident describes the moment a tornado that killed at least 23 people ripped through his property,1
7813,Explainer: What are tornadoes and why are they so deadly?,0
7814,Get Over Yourself and Start Writing in Comic Sans,0
7815,"FIRST ALERT: Tornado Watch issued for much of central, south AL - WSFA",1
7816,Tornado Warning For Hartford and Litchfield Counties As 'Dangerous Storm' Bears Down on Northern Connecticut - Hartford Courant,1
7817,7 members of the same family were killed in the Alabama tornado that left 23 people dead,1
7818,Rites of Passage: There Are No Five Stages of Grief,0
7819,Illinois Prohibits Guns on Campuses. Teachers Are Training to Use Them Anyway.,0
7820,NWS: At least 5 tornadoes touched down in Thursday outbreak - KCCI Des Moines,1
7821,"Dozens of people are missing, feared dead, in Alabama, 2 days after devastating tornadoes killed at least 23",1
7822,The Latest: Growing California fires prompt new evacuations - Fox News,1
7823,Injuries reported after tornado slams Iowa factory - Fox News,1
7824,'Tornado Alley' and other things to know during tornado season,0
7825,'Tornado Alley' and other things to know during tornado season,0
7826,"Is Just Cause 4 the polished sequel fans hoped for? Probably not, but it sure looks fun",0
7827,Officials: Lee County tornado was a mile-wide EF-4 with 170 MPH winds - The Auburn Plainsman,1
7828,Wild footage shows a '200ft' fire tornado stealing firefighters' hose and bombarding them with burning logs,0
7829,Thunderstorms and possible flash flooding still a threat into Sunday - NOLA.com,1
7830,Dear Prudence: The “Drama Tornado” Edition,0
7831,Watch: Water spout surprises couple when it turns into a tornado,0
7832,Poor Weather Spoils Getaway Day for Holiday Travelers in U.S.,0
7833,The Latest: 3 tornadoes confirmed in Arkansas storms - Chicago Daily Herald,1
7834,At least two dead after tornado sweeps through Alabama,1
7835,Why Hurricane Michael’s Power Caught Forecasters Off Guard,1
7836,More Tornado Watches Issued for the South as Alabama Still Recovers,1
7837,'Tornado Alley' and other things to know during tornado season,0
7838,Tornado watch issued for Berks and surrounding counties - WFMZ Allentown,1
7839,"Christmas holiday travel disruptions may unfold for central, eastern US - AOL",0
7840,President Trump Tours Tornado Devastation in Alabama,1
7841,Violent fire vortex sucks up a firehose in dramatic video. What happened?,1
7842,"Huge Storms Sweep the South, Resulting in At Least Three Fatalities",1
7843,"Storm to produce blizzard conditions in parts of New England, graze mid-Atlantic coast later this week - AOL",1
7844,Deep freeze keeps grip on eastern United States; four die - AOL,1
7845,We went to drive the new Ford Mustang—but a tornado messed things up,0
7846,At least seven missing in Alabama after deadly weekend tornadoes,1
7847,Snag the Sky Beetle Camera Drone on sale today for less than $30,0
7848,Tornado reported in northwest Pennsylvania,1
7849,California Today: California Today: Diagnosing California’s G.O.P.,0
7850,Video of a tornado so beautifully perfect it seems unreal,0
7851,Storm that spawned tornado in Washington now moving toward eastern US,1
7852,How to Avoid an 'Unblockable' Presidential Alert,0
7853,"Tornadoes Sweep Across Central Iowa, Some Injuries Reported",1
7854,Multiple tornadoes confirmed in Virginia - KLTV,1
7855,"Severe Thunderstorm Warning in DC, Md., Va. - NBC4 Washington",1
7856,Officials Determine Strength of New England Double Tornadoes - NBC Connecticut,0
7857,"Major storm bringing severe weather to South, whiteout conditions to Northern Plains",1
7858,How the Weather Channel's Immersive Visualizations Make Climate Change Visceral,0
7859,Hubble Releases Mind-Blowing New Images of the Lagoon Nebula,0
7860,"December Tornado Outbreak Hits Central US, Leaving At Least 1 Dead - HuffPost",1
7861,A New Study Explains What Caused the ‘Firenado’ in California,0
7862,Two Workers Are Dead After Partial Building Collapse at Amazon’s Baltimore Warehouse,1
7863,"2 children killed, multiple others injured in powerful storms ripping through Texas",1
7864,At Least 14 Dead as Storms Tear Through the Deep South,1
7865,"Alabama Tornado Killed At Least 23 and Injured 90 People, Forecasters Say",1
7866,‘Bomb Cyclone’ Winter Storm Wreaks Havoc Across the Central U.S.,1
7867,Threat of Severe Thunderstorms Will Move Into the Southeast on Saturday - The Weather Channel,1
7868,These Billion-Dollar Natural Disasters Set a U.S. Record in 2017,0
7869,One Woman Dead After Tornado Hits Mississippi City,1
7870,Hurricane Florence Live Updates: Heavy Rains Drenching the Carolinas,1
7871,Severe weather heading east as record flooding continues,1
7872,This Guy Snapped Some Spectacular Pictures of a Tornado in Wyoming (With His Phone!),0
7873,Possible tornadoes kill 1 in Tennessee as storm moves east on Election Day,1
7874,"One Dead, One Hurt, Significant Damage Reported as Florence's Remnants Spawn Tornadoes Near Richmond - The Weather Channel",1
7875,A Native American tribe hand delivered a hefty check to cover the funerals of all of the Alabama tornado victims,1
7876,"As Tornado Closes In, North Carolina Teen Just Keeps Playing Fortnite",1
7877,All 23 Victims Of Alabama Tornado Identified,1
7878,"Wildfire smoke from California has reached New York City, 3,000 miles away",1
7879,"Creek Indians donate $180,000 to cover funeral costs for 23 Alabama tornado victims",0
7880,"Storms With Damaging Winds, Hail, a Few Tornadoes Expected Friday for Midwest, Southeast - The Weather Channel",1
7881,Aftermath: Alabama’s Tornado Dead Range In Age From 6 To 89,1
7882,Germany wants to know if the US will let it carry nuclear weapons on its new fighter jets,0
7883,California's Mendocino Complex fire just became the largest wildfire in state history,1
7884,7 Members of 1 Family Are Among the Dead in Alabama Tornado,1
7885,President Trump Says Nation Is Mourning 23 Killed in Alabama Tornado,1
7886,FIRST ALERT: Severe weather continues to move east across state - WLBT,1
7887,"At Least 3 Dead and 172 Injured After Tornado Hits Havana, Cuban President Says",1
7888,"Tornado tears through Columbus, Mississippi, leads to first tornado death of 2019",1
7889,"Alabama's Tornado Death Toll Of 23 Is Final, Lee County Sheriff Says",1
7890,"Photos show devastation from Alabama tornado swarm which killed at least 23 people, including 2 children",1
7891,Severe weather in South could mean more tornadoes,1
7892,Giant waterspout hovers over Myrtle Beach,0
7893,FIRST ALERT: Tornado watch issued for parts of Mid-South - WMC Action News 5,1
7894,Jennifer Aniston admits she's secretly lurking on Instagram,0
7895,"Tornado seen 'swallowing' cars with dirt, flying debris in terrifying video",1
7896,Germany's air force chief of staff says the force is in dire straits,0
7897,'A child of God': Fourth-grade girl among 23 victims of Alabama tornado,0
7898,"Crews Assess Damage After Rare Tornado Touches Down in Port Orchard, Washington",1
7899,Trump Has Only Love For Disaster Victims — Unless They Are Puerto Ricans,0
7900,WATCH: Dashcam captures tornado that left three injured,1
7901,Just Cause 4 Announced—Officially This Time,0
7902,Rescuers in Alabama are using heat-seeking drones to find victims of the deadly tornadoes that killed 23,0
7903,Tornado injures 8 people in small eastern Kansas town of Eureka,1
7904,"States face flooding, other problems in Midwest amid storms - ABC News",1
7905,The Antagonist In Life Is Strange 2 Is Racism,0
7906,'Snow emergency' as powerful spring storm pounds parts of US - KFGO,1
7907,FIRST ALERT: New Tornado Watch issued for SW Alabama until 2 am - WSFA,1
7908,The Weather Authority | Improving Weather Later Today - Alabama's News Leader,0
7909,"Oklahoma, Texas and Kansas Face Tornado and Wildfire Threats",0
7910,'A child of God': Fourth-grade girl among 23 victims of Alabama tornado,1
7911,"For only the second time on record, no one killed by tornadoes in US in May or June",0
7912,"Facing Water Crisis, Cape Town Turns to Desalination",0
7913,"The West accepts its drought-ridden future, slashes water use",0
7914,"If You Really Want to Curb Migration, Get Serious About Climate Change",0
7915,Photo Gallery: A Look at 20 Years of Drought Ravaging Southeast Iran,0
7916,"Australia's Turnbull: ""Now we are the land of droughts""",0
7917,The ambitious water project that failed to prevent drought,0
7918,Afghan drought 'displacing more people than Taliban',0
7919,In pictures: Australia's drought seen from the air,0
7920,North Korea warns of 'natural disaster' amid heatwave,1
7921,"Despite What Trump Says, Climate Change Threatens Our National Security",0
7922,Afghanistan: Deadly flash floods destroy homes and lives,0
7923,4 things to know about California's strange earthquake drought,0
7924,"On Baseball: For the Yankees, a Win in March. But What About October?",0
7925,"Exxon sued for stoking drought, floods, and wildfires",0
7926,A July 4 Without Fireworks? Wildfire-Plagued Cities Turn to Drones,0
7927,Neal Shusterman's 'Dry' is a harrowing look at a world without water,0
7928,Heat and Drought Could Threaten World Beer Supply,0
7929,The second 'PUBG' map reaches Xbox One testers,0
7930,Your Monday Briefing,0
7931,On Pro Basketball: The All-Star Who Ended Ugly Streaks for the Warriors and the Knicks,0
7932,Our First Good Weather News All Summer,0
7933,The fall of the Maya civilization was bloody and worsened by a 200-year drought,0
7934,Scientists Just Measured the Drought that May Have Brought Down the Ancient Maya,0
7935,Rising Hummus Prices? Blame a Drought Half a World Away,0
7936,Israel: Minister leads prayers for rain to end drought,0
7937,Apple's latest show acquisitions include an elephant documentary,0
7938,Drought declared in entire state of New South Wales,1
7939,"For a Struggling Oyster Town, Hurricane Michael May Be One Misery Too Many",1
7940,Dramatic astronaut photos show extreme fires burning in California,1
7941,What Weather Is in Store for the United States This Coming Spring,0
7942,"Amid 19-Year Drought, States Sign Deal to Conserve Colorado River Water",0
7943,Climate Change Might Double the Cost of a Beer,0
7944,Students Are Preparing for the First Major U.S. Climate Strike Next Month,0
7945,Everything Is Going Wrong for North Atlantic Right Whales This Year,0
7946,2018 could bring the IPOs that tech has been promised for years,0
7947,California Today: California Today: Why This Year’s Low Snowpack Doesn’t Indicate a Drought,0
7948,Scorching Heat Wave Reveals Signs of Ancient Civilization in the UK,0
7949,"Beer lovers, beware: Warmer climate could lead to severe barley shortages",0
7950,"Chiefs 31, Colts 13: Chiefs Finally End a Playoff Drought at Home, Burying the Colts",0
7951,The combustible mix behind Southern California's terrifying wildfires,1
7952,Flames once again return to California's wine country,1
7953,"Besieged by drought, Cape Town is on the verge of running out of water",1
7954,Australia Is Bracing for an 'Insane Fire Season',1
7955,Op-Ed Contributor: Climate Change in My Backyard,0
7956,A NASA prototype could save the lives of firefighters as blazes erupt in western U.S.,0
7957,"America Had a Wet, Hot 2018",0
7958,Space photos show fires tormenting bone-dry California,0
7959,Morocco prays for rain as shortage threatens agriculture,0
7960,"Wow, Americans Are Actually Getting Better at Conserving Something",0
7961,"This nomadic group of people once feared elephants. Now, they rescue them.",0
7962,"Op-Ed Columnist: With Climate Change, This Island Is Swallowed by the Sea",0
7963,California Fires Grow to Largest in State History,1
7964,Large Swathes of Southern California Are in Ruins Thanks to the Catastrophic Thomas Fire,1
7965,9 Million in the Southwest Face Flooding From Tropical Depression Rosa,1
7966,The Migrant Caravan's Plight Is a Glimpse of Our Coming Climate Crisis,0
7967,"Woods wins Tour Championship, ending five-year drought",0
7968,Florida May Get a Tropical Cyclone This Week,1
7969,"Volkswagen tries to control the weather, angers Mexican farmers - Roadshow",0
7970,"What's Coming and Going From Netflix the Week of January 28, 2019",0
7971,Trump's budget reportedly proposes an end to ISS funding by 2025,0
7972,This Week in Weed: California May Experience a Drought!,0
7973,California wildfire becomes largest on record in the state,1
7974,‘The Beginning of the End.’ An Endangered Whales Species Comes Closer to Extinction,0
7975,An Atmospheric River Will Hit California With a Month's Worth of Rain,0
7976,Man Faces Arson Charge in Connection With Colorado Wildfire,0
7977,Del Potro Beats Isner to Return to the U.S. Open Semifinals,0
7978,Fires And Drought Close Forests In Colorado And New Mexico,0
7979,"The Colorado River is evaporating, and climate change is largely to blame",0
7980,Record-breaking California fire is almost the size of Los Angeles,1
7981,Why CRISPR-Edited Food May Be in Supermarkets Sooner Than You Think,0
7982,The struggling farmer who planned his own funeral,0
7983,"Fire and Rain: California Storm Brings Relief to Some, Misery to Others",1
7984,Qatar provides clean water to 1 million people in Somalia,0
7985,2018 Is the Last Year of America's Public Domain Drought,0
7986,We’ll All Be Eating Cactus in the Future Thanks to Climate Change,0
7987,At Least 10 Killed in Attack on Military Parade in Iran,0
7988,"North Korea, Fox News, Ramadan: Your Wednesday Briefing",0
7989,Water Shortages Are Nothing New To Some Folks In Cape Town,0
7990,Houseplants for Beginners,0
7991,California's Thomas Fire Is Now the Largest Wildfire in Official State History,1
7992,"'Mediterranean climate': California drought ends after more than 7 years, but dry conditions will return",0
7993,Man arrested for starting Colorado wildfire,0
7994,"U.S. Spent a Record $306 Billion on Natural Disasters in 2017, Government Confirms",0
7995,"Woman and Two of Her Great-Grandchildren Die in Carr Fire, Family Says",1
7996,"California Today: California Today: To Tell the Brown Family Saga, Start in 1852",0
7997,Factbox: Four reasons why Argentina's economy buckled in 2018,0
7998,California Today: California Today: A Move to Mandate 100% Carbon-Free Electricity,0
7999,Fruitfulness of forest drought,0
8000,"To obtain funding, scientists may be avoiding use of the term 'climate change' in research proposals",0
8001,Icebergs and empty pools: Five things Cape Town's Day Zero taught us,0
8002,"Kenya elephant conservationist Daphne Sheldrick dies, aged 83",0
8003,Kangaroo launches savage attack on family in Queensland,0
8004,Signs of the Apocalypse at the Hammer Museum,0
8005,Winter in LA: The joy of rain in a city famed for its sunshine,0
8006,Massive societal changes needed to meet lower global warming target world needs: U.N.,0
8007,A Renewed View of Some of the World’s Oldest Trees,0
8008,This deeply terrifying mascot is here for a very good reason,0
8009,Relive the Pain of This Week's Awful Snowstorm With This Satellite GIF,0
8010,'Fortnite' Season 5 is here with some big changes,0
8011,"Brexit, Nairobi, El Chapo: Your Wednesday Briefing",0
8012,"Asia and Australia Edition: Thailand, World Cup, LeBron James: Your Tuesday Briefing",0
8013,White House Panel Will Study Whether Climate Change Is a National Security Threat. It Includes a Climate Denialist.,0
8014,Can Art Help Save the Planet?,0
8015,"Asia and Australia Edition: China, George Bush, Priyanka Chopra: Your Monday Briefing",0
8016,More Victims of the California Wildfires: Avocados and Lemons,0
8017,America’s Unusual—and Unseen—Water Treatment Facilities,0
8018,The US government knows climate change is ravaging the planet,0
8019,Poor Weather Spoils Getaway Day for Holiday Travelers in U.S.,0
8020,California's 2018 Was the Worst Ever Recorded for Wildfires,0
8021,William Nylander’s drought serves as a warning for Maple Leafs’ Kyle Dubas - Sportsnet.ca,0
8022,Pluralsight IPO follows in Dropbox’s footsteps with first-day pop,0
8023,High And Dry: Swiss Army Airlifts Water To Cows In Drought-Stricken Mountains,0
8024,Ford fiesta! Blue oval claims NASCAR titles after droughts,0
8025,Firefighter dies battling blaze near California's Yosemite,1
8026,White House tree: Emmanuel Macron's sapling disappears,0
8027,60% of the planet's wild coffee species face extinction. What that means for your morning caffeine kick.,0
8028,"lens: From Harlem to Johannesburg, Photographing the Famous and the Unknown With Dignity and Respect",0
8029,Climate change could threaten the world's beer supply. Do you care about global warming now?,0
8030,Ford looks to snap 16-year Coca-Cola 600 drought,0
8031,How Engineering Earth’s Climate Could Seriously Imperil Life,0
8032,California measures the Sierra Nevada snowpack amid dry winter - 89.3 KPCC,0
8033,"Extreme heat, drought igniting wildfires in Southwest",0
8034,Extreme weather — not politicians — convinces Americans that climate change is real,0
8035,Climate change made these 17 extreme weather events radically worse,0
8036,Ravens looking to avoid mistakes that led to playoff drought,0
8037,Striking aerial photos show severity of California wildfires,1
8038,"Thomas Fire becomes largest blaze in California history, during state's worst fire year",1
8039,"'It's just a recipe for destruction,' fire chief says of California wildfires",0
8040,"What is an 'atmospheric river,' anyway? Here are 5 things to know - Sacramento Bee",0
8041,"Storm chasers, get ready: The first severe weather outbreak of 2018 begins Tuesday",0
8042,NASA Says Humans Are Causing Massive Changes In Location of Water Around the World,0
8043,I’m Feeling Earthy: Earth Day trends and more,0
8044,"St. Patrick’s Day, wild horses, Super Mario Kart: News from around our 50 states",0
8045,MIT is investing $1 billion in an AI college,0
8046,That Recent Brutally Cold Weather? It’s Getting Rarer.,0
8047,Indian farmers fume at $430m cost of Gujurat statue,0
8048,"Aspen, Colorado swaps 4 July fireworks for drone light show",0
8049,Forest termites mitigate the effects of drought,0
8050,Queensland bushfires: Thousands told to flee 'catastrophic' threat,1
8051,"A Decade After Crash, Tiger Woods Hunts for Another Masters",0
8052,Trump's Auto Emissions Plan Is Full of Faulty Logic,0
8053,Cows allowed to visit Swedish nudist beaches in heatwave,0
8054,"U.S. Midwest Freezes, Australia Burns: This Is the Age of Weather Extremes",1
8055,U.S. Airstrikes Kill Hundreds in Somalia as Shadowy Conflict Ramps Up,0
8056,Deer postpone high school baseball game in Colorado,0
8057,Geoengineering might not be so ludicrous an idea — if we gave Earth the right dose,0
8058,"Weather and climate-related disasters cost the US $80 billion in 2018, but go ahead and say climate change isn’t real",0
8059,California Today: California Today: Could This Be the Year California Sends Four Teams to the N.B.A. Finals?,0
8060,California Today: California Today: A Mayor for a City in Transition,0
8061,Five takeaways: Clint Bowyer's behind-the-scenes weapon helped end long skid,0
8062,"In Ireland, Drought And A Drone Revealed The Outline Of An Ancient Henge",0
8063,13 apocalyptic images of 2017,0
8064,10-year Challenge: Climate change edition shows starving polar bears and melting glaciers,0
8065,Drought about to end: Russians 1-2 after short program,0
8066,Red Sox End Five-Year World Series Drought,0
8067,Indians eyeing World Series title after '17 postseason flop,0
8068,California Today: California Today: The ‘Grand Central of the West’ or a Glorified Bus Terminal?,0
8069,Amateur meteorologists can track extreme weather with WeatherCAN app - CNET,0
8070,"Rockies stun Cubs in NL Wild Card, and now the real fun begins - FanSided",0
8071,"Wow, Spain Sure Has a Lot of Pigs",0
8072,Giant inland sea created by the disastrous Mozambique cyclone,0
8073,Termites mitigate the effects of drought in tropical rainforest,0
8074,Why the Fall Foliage in Your Area Might Be Disappointing This Year,0
8075,Ancient Egypt Gives a New Twist to Turin’s Contemporary Art Week,0
8076,News Analysis: Let Mountain Lions Eat Horses,0
8077,Rebuilding Mariners are risking irrelevance. Bryce Harper could prevent that,0
8078,These Billion-Dollar Natural Disasters Set a U.S. Record in 2017,0
8079,California Today: California Today: A Special California Fires Edition,1
8080,"Nearly 200 horses found dead, buried in mud on Navajo land in Arizona",0
8081,Atlanta United beats Timbers to capture MLS Cup - TSN,0
8082,‘A Harbinger of Things to Come’: Farmers in Australia Struggle With Its Hottest Drought Ever,1
8083,"Ignacio Piatti scores twice, Impact beat Orlando City 3-0",0
8084,Loyola Chicago seizes control in first half of Final Four clash against Michigan,0
8085,No Canada: Nation's Stanley Cup drought approaches 26 years,0
8086,What makes a California wildfire the worst? Deaths and size - Associated Press (press release) (blog),1
8087,"Mesmerizing art for an era of drought, heat waves, and climate crisis",0
8088,California's wine country fire has been brewing for years,1
8089,Extreme Fire Danger Forces Another National Forest To Close - CBS Denver,1
8090,England's Willett wins World Tour Championship,0
8091,"California, Trump eye logging to fight wildfire as scientists point to climate change and housing sprawl - The San Diego Union-Tribune",0
8092,"Dr. Seuss had writer's block. Then, he spotted the Lorax in Africa.",0
8093,"Lucas Pouille vs. Novak Djokovic 01/25/19 ATP Tour Australian Open Pick, Odds, and Prediction - Sports Chat Place",0
8094,O'Meara ends 8-year drought by winning Cologuard Classic,0
8095,Australia weather: Monsoon rains cause floods in Queensland,1
8096,"Liverpool beats Watford 3-0, Firmino ends EPL goal drought",0
8097,Harvard has quietly bought $305 million worth of California vineyards. The water rights could be even more valuable.,0
8098,Brits plan cheeky 'American Idiot' protest for Trump visit,0
8099,California Governor Declares State of Emergency as Wildfires Force Thousands to Flee,1
8100,Goldfish and Ritz recall put you in a cracker void? We've got your snack alternatives list,0
8101,"Australia, NZ firefighters fly out to battle deadly California wildfires",1
8102,"Ogunbowale gets 27, No. 5 Irish women top Georgia Tech 85-69",0
8103,U.S. drought at worst level in nearly 4 years,1
8104,What A Day Of Food Looks Like Amid War And Drought In Cameroon,0
8105,The Earth Ablaze,1
8106,"Residents of Sydney's gayborhood are getting hate-mail signed by ""Jesus""",0
8107,Real Madrid loses again after its worst scoring drought,0
8108,Lopetegui booed as Madrid suffers worst scoring drought,0
8109,Christian Yelich Has the Brewers Soaring and Makes a Case for M.V.P.,0
8110,'Fortnite' Ice Storm event blankets the map in snow,1
8111,"Contributing Op-Ed Writer: Trapped, and Freed, by the Ice",0
8112,New York Today: New York Today: A Winter Storm Hits the City,1
8113,A New Arctic Cyclone Could Be Among the Most Powerful On Record,0
8114,"Traces of Giant, 2,700-Year-Old Solar Storm Detected in Greenland Ice",0
8115,How the Bombogenesis Storm Is Going to Affect Air Travel,1
8116,The Weather Channel previews ice storm in scary immersive mixed reality,0
8117,Storm to bring snow and ice to 115 million people in its path,1
8118,New York Today: New York Today: Spring Snowstorm,1
8119,Scientists Might Finally Know Why Some Icebergs Are Bright Green,0
8120,"Winter’s One-Two Punch: Behind the Storm, a Dangerous Flash Freeze",0
8121,"Canada got so cold, this man could ice skated down his own street",0
8122,Is Denaturalization the Next Front in the Trump Administration’s War on Immigration?,0
8123,"No, Winter Isn’t Over. Hitting the Plains: A Flood and a Blizzard.",1
8124,Snow to blanket the South this weekend,1
8125,J.F.K. Airport Plagued by Delays After Winter Storm,1
8126,This was the one food the internet was obsessed this year,0
8127,In pictures: St Petersburg ice walls thrill Russians,0
8128,NASA Is Flying Over Greenland to Predict the Future of Our Coastlines,0
8129,"It will be warmer at the North Pole next week than much of Europe, as sea ice vanishes",0
8130,"Winter Storm Watch, Weather Advisories Issued For Connecticut - Patch.com",1
8131,"Drastic Arctic warm event stuns scientists, as record-breaking temperatures reach the North Pole",1
8132,Calm Your Mind With the Brainstorm Cocktail,0
8133,"Strengthening to Category 3, Hurricane Michael Aims at Florida",1
8134,Hundreds of flights canceled as winter storms move across the US,1
8135,It's Somehow Going to Get Even Colder in the Eastern US,0
8136,Why Hurricane Michael Could Bring 13 Feet of Storm Surge,1
8137,Hurricane Michael is primed to grow stronger and pummel the Florida coast. Here's why.,1
8138,Third nor'easter in 3 weeks to slam New England: What's going on here?,0
8139,Mars is brighter than it has been in years. Get out there and see it.,0
8140,Steve Irwin: How should the Crocodile Hunter be remembered?,0
8141,Will sea level rise make damage from Hurricane Florence worse?,1
8142,Historic snowfall in the Southeast threatens to shut down multiple cities for days,1
8143,"Storm to lash Carolinas with icy roads, power outages",1
8144,American man finishes solo race across Antarctica,0
8145,Catching lightning in a volcanic bottle,0
8146,Hurricane Florence replaced its eyewall. What does that mean?,1
8147,"Flights canceled, schools closed across snowy U.S. South",1
8148,'Bomb cyclone' to slam East Coast as winter storm continues to bombard US - Fox News,1
8149,Can Art Help Save the Planet?,0
8150,"'Beast from the East' intensifies, bringing more extreme weather to Europe",1
8151,"Why America's Northernmost City Is Having a Weird, Hot Winter",0
8152,"Deadly winter storm hammers U.S. Midwest, Mid-Atlantic - The Weather Network",1
8153,Photos show how a 'bomb cyclone' is pummeling New York City with snow and ice,1
8154,'Enormous' solar storm struck Earth more than 2600 years ago: study - The Loop,0
8155,What today's Toronto snowstorm will look like hour by hour - Daily Hive,1
8156,"'Bomb cyclone' to pummel East Coast, followed by a polar vortex-related cold snap",1
8157,Watch NASA Launch Its Shiny New JPSS-1 Weather Satellite,0
8158,"National After killing 7 in the Midwest, winter storm to hit DC and surrounding areas CNN - WCPO",1
8159,Hubble captures birth of giant storm on Neptune: NASA - Deccan Herald,0
8160,"Storm blasts central US with snow, ice and wind, killing 3 - La Crosse Tribune",1
8161,"After attempts at censorship, National Park Service finally releases climate change report",0
8162,Will another 'bomb cyclone' hit the Midwest this week?,1
8163,'Bomb cyclone' leads to record coastal flooding in Massachusetts,1
8164,Winter storm drapes Southeast US in snow and ice - Washington Post,1
8165,"Winter storm moves wallops the Maritimes with heavy snow, ice pellets and high winds - The Globe and Mail",1
8166,'Near whiteout conditions' forecast for KC area as winter storm approaches - Kansas City Star,1
8167,Winter storm slams U.S. mid-Atlantic region for a second day - The Globe and Mail,1
